Play,Act,Scene,Character,Line Number,Text
The Tragedy of Antony and Cleopatra,1,1,PHILO,1,"Sir, sometimes, when he is not Antony,"
The Tragedy of Antony and Cleopatra,1,1,PHILO,2,He comes too short of that great property
The Tragedy of Antony and Cleopatra,1,1,PHILO,3,Which still should go with Antony.
The Tragedy of Antony and Cleopatra,1,1,DEMETRIUS,1,I am full sorry
The Tragedy of Antony and Cleopatra,1,1,DEMETRIUS,2,"That he approves the common liar, who"
The Tragedy of Antony and Cleopatra,1,1,DEMETRIUS,3,Thus speaks of him at Rome: but I will hope
The Tragedy of Antony and Cleopatra,1,1,DEMETRIUS,4,Of better deeds to-morrow. Rest you happy!
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,"Lord Alexas, sweet Alexas, most any thing Alexas,"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,2,"almost most absolute Alexas, where's the soothsayer"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,3,"that you praised so to the queen? O, that I knew"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,4,"this husband, which, you say, must charge his horns"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,5,with garlands!
The Tragedy of Antony and Cleopatra,1,2,ALEXAS,1,Soothsayer!
The Tragedy of Antony and Cleopatra,1,2,SOOTHSAYER,1,Your will?
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,"Is this the man? Is't you, sir, that know things?"
The Tragedy of Antony and Cleopatra,1,2,SOOTHSAYER,1,In nature's infinite book of secrecy
The Tragedy of Antony and Cleopatra,1,2,SOOTHSAYER,2,A little I can read.
The Tragedy of Antony and Cleopatra,1,2,ALEXAS,1,Show him your hand.
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,1,Bring in the banquet quickly; wine enough
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,2,Cleopatra's health to drink.
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,"Good sir, give me good fortune."
The Tragedy of Antony and Cleopatra,1,2,SOOTHSAYER,1,"I make not, but foresee."
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,"Pray, then, foresee me one."
The Tragedy of Antony and Cleopatra,1,2,SOOTHSAYER,1,You shall be yet far fairer than you are.
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,He means in flesh.
The Tragedy of Antony and Cleopatra,1,2,IRAS,1,"No, you shall paint when you are old."
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,Wrinkles forbid!
The Tragedy of Antony and Cleopatra,1,2,ALEXAS,1,Vex not his prescience; be attentive.
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,Hush!
The Tragedy of Antony and Cleopatra,1,2,SOOTHSAYER,1,You shall be more beloving than beloved.
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,I had rather heat my liver with drinking.
The Tragedy of Antony and Cleopatra,1,2,ALEXAS,1,"Nay, hear him."
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,"Good now, some excellent fortune! Let me be married"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,2,"to three kings in a forenoon, and widow them all:"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,3,"let me have a child at fifty, to whom Herod of Jewry"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,4,may do homage: find me to marry me with Octavius
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,5,"Caesar, and companion me with my mistress."
The Tragedy of Antony and Cleopatra,1,2,SOOTHSAYER,1,You shall outlive the lady whom you serve.
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,O excellent! I love long life better than figs.
The Tragedy of Antony and Cleopatra,1,2,SOOTHSAYER,1,You have seen and proved a fairer former fortune
The Tragedy of Antony and Cleopatra,1,2,SOOTHSAYER,2,Than that which is to approach.
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,Then belike my children shall have no names:
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,2,"prithee, how many boys and wenches must I have?"
The Tragedy of Antony and Cleopatra,1,2,SOOTHSAYER,1,If every of your wishes had a womb.
The Tragedy of Antony and Cleopatra,1,2,SOOTHSAYER,2,"And fertile every wish, a million."
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,"Out, fool! I forgive thee for a witch."
The Tragedy of Antony and Cleopatra,1,2,ALEXAS,1,You think none but your sheets are privy to your wishes.
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,"Nay, come, tell Iras hers."
The Tragedy of Antony and Cleopatra,1,2,ALEXAS,1,We'll know all our fortunes.
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,1,"Mine, and most of our fortunes, to-night, shall"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,2,be--drunk to bed.
The Tragedy of Antony and Cleopatra,1,2,IRAS,1,"There's a palm presages chastity, if nothing else."
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,E'en as the o'erflowing Nilus presageth famine.
The Tragedy of Antony and Cleopatra,1,2,IRAS,1,"Go, you wild bedfellow, you cannot soothsay."
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,"Nay, if an oily palm be not a fruitful"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,2,"prognostication, I cannot scratch mine ear. Prithee,"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,3,tell her but a worky-day fortune.
The Tragedy of Antony and Cleopatra,1,2,SOOTHSAYER,1,Your fortunes are alike.
The Tragedy of Antony and Cleopatra,1,2,IRAS,1,"But how, but how? give me particulars."
The Tragedy of Antony and Cleopatra,1,2,SOOTHSAYER,1,I have said.
The Tragedy of Antony and Cleopatra,1,2,IRAS,1,Am I not an inch of fortune better than she?
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,"Well, if you were but an inch of fortune better than"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,2,"I, where would you choose it?"
The Tragedy of Antony and Cleopatra,1,2,IRAS,1,Not in my husband's nose.
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,"Our worser thoughts heavens mend! Alexas,--come,"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,2,"his fortune, his fortune! O, let him marry a woman"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,3,"that cannot go, sweet Isis, I beseech thee! and let"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,4,"her die too, and give him a worse! and let worst"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,5,"follow worse, till the worst of all follow him"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,6,"laughing to his grave, fifty-fold a cuckold! Good"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,7,"Isis, hear me this prayer, though thou deny me a"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,8,"matter of more weight; good Isis, I beseech thee!"
The Tragedy of Antony and Cleopatra,1,2,IRAS,1,"Amen. Dear goddess, hear that prayer of the people!"
The Tragedy of Antony and Cleopatra,1,2,IRAS,2,"for, as it is a heartbreaking to see a handsome man"
The Tragedy of Antony and Cleopatra,1,2,IRAS,3,"loose-wived, so it is a deadly sorrow to behold a"
The Tragedy of Antony and Cleopatra,1,2,IRAS,4,"foul knave uncuckolded: therefore, dear Isis, keep"
The Tragedy of Antony and Cleopatra,1,2,IRAS,5,"decorum, and fortune him accordingly!"
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,Amen.
The Tragedy of Antony and Cleopatra,1,2,ALEXAS,1,"Lo, now, if it lay in their hands to make me a"
The Tragedy of Antony and Cleopatra,1,2,ALEXAS,2,"cuckold, they would make themselves whores, but"
The Tragedy of Antony and Cleopatra,1,2,ALEXAS,3,they'ld do't!
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,1,Hush! here comes Antony.
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,Not he; the queen.
The Tragedy of Antony and Cleopatra,1,2,CLEOPATRA,1,Saw you my lord?
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,1,"No, lady."
The Tragedy of Antony and Cleopatra,1,2,CLEOPATRA,1,Was he not here?
The Tragedy of Antony and Cleopatra,1,2,CHARMIAN,1,"No, madam."
The Tragedy of Antony and Cleopatra,1,2,CLEOPATRA,1,He was disposed to mirth; but on the sudden
The Tragedy of Antony and Cleopatra,1,2,CLEOPATRA,2,A Roman thought hath struck him. Enobarbus!
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,1,Madam?
The Tragedy of Antony and Cleopatra,1,2,CLEOPATRA,1,"Seek him, and bring him hither."
The Tragedy of Antony and Cleopatra,1,2,CLEOPATRA,2,Where's Alexas?
The Tragedy of Antony and Cleopatra,1,2,ALEXAS,1,"Here, at your service. My lord approaches."
The Tragedy of Antony and Cleopatra,1,2,CLEOPATRA,1,We will not look upon him: go with us.
The Tragedy of Antony and Cleopatra,1,2,MESSENGER,1,Fulvia thy wife first came into the field.
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,Against my brother Lucius?
The Tragedy of Antony and Cleopatra,1,2,MESSENGER,1,Ay:
The Tragedy of Antony and Cleopatra,1,2,MESSENGER,2,"But soon that war had end, and the time's state"
The Tragedy of Antony and Cleopatra,1,2,MESSENGER,3,"Made friends of them, joining their force 'gainst Caesar;"
The Tragedy of Antony and Cleopatra,1,2,MESSENGER,4,"Whose better issue in the war, from Italy,"
The Tragedy of Antony and Cleopatra,1,2,MESSENGER,5,"Upon the first encounter, drave them."
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,"Well, what worst?"
The Tragedy of Antony and Cleopatra,1,2,MESSENGER,1,The nature of bad news infects the teller.
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,When it concerns the fool or coward. On:
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,2,Things that are past are done with me. 'Tis thus:
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,3,"Who tells me true, though in his tale lie death,"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,4,I hear him as he flatter'd.
The Tragedy of Antony and Cleopatra,1,2,MESSENGER,1,Labienus--
The Tragedy of Antony and Cleopatra,1,2,MESSENGER,2,"This is stiff news--hath, with his Parthian force,"
The Tragedy of Antony and Cleopatra,1,2,MESSENGER,3,Extended Asia from Euphrates;
The Tragedy of Antony and Cleopatra,1,2,MESSENGER,4,His conquering banner shook from Syria
The Tragedy of Antony and Cleopatra,1,2,MESSENGER,5,To Lydia and to Ionia; Whilst--
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,"Antony, thou wouldst say,--"
The Tragedy of Antony and Cleopatra,1,2,MESSENGER,1,"O, my lord!"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,"Speak to me home, mince not the general tongue:"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,2,Name Cleopatra as she is call'd in Rome;
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,3,Rail thou in Fulvia's phrase; and taunt my faults
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,4,With such full licence as both truth and malice
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,5,"Have power to utter. O, then we bring forth weeds,"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,6,When our quick minds lie still; and our ills told us
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,7,Is as our earing. Fare thee well awhile.
The Tragedy of Antony and Cleopatra,1,2,MESSENGER,1,At your noble pleasure.
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,"From Sicyon, ho, the news! Speak there!"
The Tragedy of Antony and Cleopatra,1,2,FIRST ATTENDANT,1,"The man from Sicyon,--is there such an one?"
The Tragedy of Antony and Cleopatra,1,2,SECOND ATTENDANT,1,He stays upon your will.
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,Let him appear.
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,2,"These strong Egyptian fetters I must break,"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,3,Or lose myself in dotage.
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,4,What are you?
The Tragedy of Antony and Cleopatra,1,2,SECOND MESSENGER,1,Fulvia thy wife is dead.
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,Where died she?
The Tragedy of Antony and Cleopatra,1,2,SECOND MESSENGER,1,In Sicyon:
The Tragedy of Antony and Cleopatra,1,2,SECOND MESSENGER,2,"Her length of sickness, with what else more serious"
The Tragedy of Antony and Cleopatra,1,2,SECOND MESSENGER,3,"Importeth thee to know, this bears."
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,Forbear me.
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,2,There's a great spirit gone! Thus did I desire it:
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,3,"What our contempt doth often hurl from us,"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,4,"We wish it ours again; the present pleasure,"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,5,"By revolution lowering, does become"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,6,"The opposite of itself: she's good, being gone;"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,7,The hand could pluck her back that shoved her on.
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,8,I must from this enchanting queen break off:
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,9,"Ten thousand harms, more than the ills I know,"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,10,My idleness doth hatch. How now! Enobarbus!
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,1,"What's your pleasure, sir?"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,I must with haste from hence.
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,1,"Why, then, we kill all our women:"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,2,we see how mortal an unkindness is to them;
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,3,"if they suffer our departure, death's the word."
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,I must be gone.
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,1,"Under a compelling occasion, let women die; it were"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,2,"pity to cast them away for nothing; though, between"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,3,"them and a great cause, they should be esteemed"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,4,"nothing. Cleopatra, catching but the least noise of"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,5,"this, dies instantly; I have seen her die twenty"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,6,times upon far poorer moment: I do think there is
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,7,"mettle in death, which commits some loving act upon"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,8,"her, she hath such a celerity in dying."
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,She is cunning past man's thought.
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,1,"Alack, sir, no; her passions are made of nothing but"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,2,the finest part of pure love: we cannot call her
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,3,winds and waters sighs and tears; they are greater
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,4,storms and tempests than almanacs can report: this
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,5,"cannot be cunning in her; if it be, she makes a"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,6,shower of rain as well as Jove.
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,Would I had never seen her.
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,1,"O, sir, you had then left unseen a wonderful piece"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,2,of work; which not to have been blest withal would
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,3,have discredited your travel.
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,Fulvia is dead.
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,1,Sir?
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,Fulvia is dead.
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,1,Fulvia!
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,Dead.
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,1,"Why, sir, give the gods a thankful sacrifice. When"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,2,it pleaseth their deities to take the wife of a man
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,3,"from him, it shows to man the tailors of the earth;"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,4,"comforting therein, that when old robes are worn"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,5,"out, there are members to make new. If there were"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,6,"no more women but Fulvia, then had you indeed a cut,"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,7,and the case to be lamented: this grief is crowned
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,8,with consolation; your old smock brings forth a new
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,9,petticoat: and indeed the tears live in an onion
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,10,that should water this sorrow.
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,The business she hath broached in the state
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,2,Cannot endure my absence.
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,1,And the business you have broached here cannot be
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,2,"without you; especially that of Cleopatra's, which"
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,3,wholly depends on your abode.
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,1,No more light answers. Let our officers
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,2,Have notice what we purpose. I shall break
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,3,"The cause of our expedience to the queen,"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,4,And get her leave to part. For not alone
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,5,"The death of Fulvia, with more urgent touches,"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,6,Do strongly speak to us; but the letters too
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,7,Of many our contriving friends in Rome
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,8,Petition us at home: Sextus Pompeius
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,9,"Hath given the dare to Caesar, and commands"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,10,"The empire of the sea: our slippery people,"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,11,Whose love is never link'd to the deserver
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,12,"Till his deserts are past, begin to throw"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,13,Pompey the Great and all his dignities
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,14,"Upon his son; who, high in name and power,"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,15,"Higher than both in blood and life, stands up"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,16,"For the main soldier: whose quality, going on,"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,17,"The sides o' the world may danger: much is breeding,"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,18,"Which, like the courser's hair, hath yet but life,"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,19,"And not a serpent's poison. Say, our pleasure,"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,20,"To such whose place is under us, requires"
The Tragedy of Antony and Cleopatra,1,2,MARK ANTONY,21,Our quick remove from hence.
The Tragedy of Antony and Cleopatra,1,2,DOMITIUS ENOBARBUS,1,I shall do't.
The Tragedy of Antony and Cleopatra,1,3,CLEOPATRA,1,Where is he?
The Tragedy of Antony and Cleopatra,1,3,CHARMIAN,1,I did not see him since.
The Tragedy of Antony and Cleopatra,1,3,CLEOPATRA,1,"See where he is, who's with him, what he does:"
The Tragedy of Antony and Cleopatra,1,3,CLEOPATRA,2,"I did not send you: if you find him sad,"
The Tragedy of Antony and Cleopatra,1,3,CLEOPATRA,3,"Say I am dancing; if in mirth, report"
The Tragedy of Antony and Cleopatra,1,3,CLEOPATRA,4,"That I am sudden sick: quick, and return."
The Tragedy of Antony and Cleopatra,1,3,CHARMIAN,1,"Madam, methinks, if you did love him dearly,"
The Tragedy of Antony and Cleopatra,1,3,CHARMIAN,2,You do not hold the method to enforce
The Tragedy of Antony and Cleopatra,1,3,CHARMIAN,3,The like from him.
The Tragedy of Antony and Cleopatra,1,3,CLEOPATRA,1,"What should I do, I do not?"
The Tragedy of Antony and Cleopatra,1,3,CHARMIAN,1,"In each thing give him way, cross him nothing."
The Tragedy of Antony and Cleopatra,1,3,CLEOPATRA,1,Thou teachest like a fool; the way to lose him.
