Play,Act,Scene,Character,Line Number,Text
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,1,Who set this ancient quarrel new abroach?
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,2,"Speak, nephew, were you by when it began?"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,"Here were the servants of your adversary,"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,2,"And yours, close fighting ere I did approach:"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,3,I drew to part them: in the instant came
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,4,"The fiery Tybalt, with his sword prepared,"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,5,"Which, as he breathed defiance to my ears,"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,6,"He swung about his head and cut the winds,"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,7,Who nothing hurt withal hiss'd him in scorn:
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,8,"While we were interchanging thrusts and blows,"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,9,"Came more and more and fought on part and part,"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,10,"Till the prince came, who parted either part."
The Tragedy of Romeo and Juliet,1,1,LADY MONTAGUE,1,"O, where is Romeo? saw you him to-day?"
The Tragedy of Romeo and Juliet,1,1,LADY MONTAGUE,2,Right glad I am he was not at this fray.
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,"Madam, an hour before the worshipp'd sun"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,2,"Peer'd forth the golden window of the east,"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,3,A troubled mind drave me to walk abroad;
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,4,"Where, underneath the grove of sycamore"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,5,"That westward rooteth from the city's side,"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,6,So early walking did I see your son:
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,7,"Towards him I made, but he was ware of me"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,8,And stole into the covert of the wood:
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,9,"I, measuring his affections by my own,"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,10,"That most are busied when they're most alone,"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,11,"Pursued my humour not pursuing his,"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,12,And gladly shunn'd who gladly fled from me.
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,1,"Many a morning hath he there been seen,"
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,2,With tears augmenting the fresh morning dew.
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,3,Adding to clouds more clouds with his deep sighs;
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,4,But all so soon as the all-cheering sun
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,5,Should in the furthest east begin to draw
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,6,"The shady curtains from Aurora's bed,"
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,7,"Away from the light steals home my heavy son,"
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,8,"And private in his chamber pens himself,"
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,9,"Shuts up his windows, locks far daylight out"
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,10,And makes himself an artificial night:
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,11,"Black and portentous must this humour prove,"
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,12,Unless good counsel may the cause remove.
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,"My noble uncle, do you know the cause?"
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,1,I neither know it nor can learn of him.
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,Have you importuned him by any means?
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,1,Both by myself and many other friends:
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,2,"But he, his own affections' counsellor,"
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,3,Is to himself--I will not say how true--
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,4,"But to himself so secret and so close,"
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,5,"So far from sounding and discovery,"
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,6,"As is the bud bit with an envious worm,"
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,7,"Ere he can spread his sweet leaves to the air,"
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,8,Or dedicate his beauty to the sun.
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,9,Could we but learn from whence his sorrows grow.
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,10,We would as willingly give cure as know.
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,"See, where he comes: so please you, step aside;"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,2,"I'll know his grievance, or be much denied."
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,1,"I would thou wert so happy by thy stay,"
The Tragedy of Romeo and Juliet,1,1,MONTAGUE,2,"To hear true shrift. Come, madam, let's away."
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,"Good-morrow, cousin."
The Tragedy of Romeo and Juliet,1,1,ROMEO,1,Is the day so young?
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,But new struck nine.
The Tragedy of Romeo and Juliet,1,1,ROMEO,1,Ay me! sad hours seem long.
The Tragedy of Romeo and Juliet,1,1,ROMEO,2,Was that my father that went hence so fast?
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,It was. What sadness lengthens Romeo's hours?
The Tragedy of Romeo and Juliet,1,1,ROMEO,1,"Not having that, which, having, makes them short."
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,In love?
The Tragedy of Romeo and Juliet,1,1,ROMEO,1,Out--
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,Of love?
The Tragedy of Romeo and Juliet,1,1,ROMEO,1,"Out of her favour, where I am in love."
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,"Alas, that love, so gentle in his view,"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,2,Should be so tyrannous and rough in proof!
The Tragedy of Romeo and Juliet,1,1,ROMEO,1,"Alas, that love, whose view is muffled still,"
The Tragedy of Romeo and Juliet,1,1,ROMEO,2,"Should, without eyes, see pathways to his will!"
The Tragedy of Romeo and Juliet,1,1,ROMEO,3,Where shall we dine? O me! What fray was here?
The Tragedy of Romeo and Juliet,1,1,ROMEO,4,"Yet tell me not, for I have heard it all."
The Tragedy of Romeo and Juliet,1,1,ROMEO,5,"Here's much to do with hate, but more with love."
The Tragedy of Romeo and Juliet,1,1,ROMEO,6,"Why, then, O brawling love! O loving hate!"
The Tragedy of Romeo and Juliet,1,1,ROMEO,7,"O any thing, of nothing first create!"
The Tragedy of Romeo and Juliet,1,1,ROMEO,8,O heavy lightness! serious vanity!
The Tragedy of Romeo and Juliet,1,1,ROMEO,9,Mis-shapen chaos of well-seeming forms!
The Tragedy of Romeo and Juliet,1,1,ROMEO,10,"Feather of lead, bright smoke, cold fire,"
The Tragedy of Romeo and Juliet,1,1,ROMEO,11,sick health!
The Tragedy of Romeo and Juliet,1,1,ROMEO,12,"Still-waking sleep, that is not what it is!"
The Tragedy of Romeo and Juliet,1,1,ROMEO,13,"This love feel I, that feel no love in this."
The Tragedy of Romeo and Juliet,1,1,ROMEO,14,Dost thou not laugh?
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,"No, coz, I rather weep."
The Tragedy of Romeo and Juliet,1,1,ROMEO,1,"Good heart, at what?"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,At thy good heart's oppression.
The Tragedy of Romeo and Juliet,1,1,ROMEO,1,"Why, such is love's transgression."
The Tragedy of Romeo and Juliet,1,1,ROMEO,2,"Griefs of mine own lie heavy in my breast,"
The Tragedy of Romeo and Juliet,1,1,ROMEO,3,"Which thou wilt propagate, to have it prest"
The Tragedy of Romeo and Juliet,1,1,ROMEO,4,With more of thine: this love that thou hast shown
The Tragedy of Romeo and Juliet,1,1,ROMEO,5,Doth add more grief to too much of mine own.
The Tragedy of Romeo and Juliet,1,1,ROMEO,6,Love is a smoke raised with the fume of sighs;
The Tragedy of Romeo and Juliet,1,1,ROMEO,7,"Being purged, a fire sparkling in lovers' eyes;"
The Tragedy of Romeo and Juliet,1,1,ROMEO,8,Being vex'd a sea nourish'd with lovers' tears:
The Tragedy of Romeo and Juliet,1,1,ROMEO,9,"What is it else? a madness most discreet,"
The Tragedy of Romeo and Juliet,1,1,ROMEO,10,A choking gall and a preserving sweet.
The Tragedy of Romeo and Juliet,1,1,ROMEO,11,"Farewell, my coz."
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,Soft! I will go along;
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,2,"An if you leave me so, you do me wrong."
The Tragedy of Romeo and Juliet,1,1,ROMEO,1,"Tut, I have lost myself; I am not here;"
The Tragedy of Romeo and Juliet,1,1,ROMEO,2,"This is not Romeo, he's some other where."
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,"Tell me in sadness, who is that you love."
The Tragedy of Romeo and Juliet,1,1,ROMEO,1,"What, shall I groan and tell thee?"
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,"Groan! why, no."
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,2,But sadly tell me who.
The Tragedy of Romeo and Juliet,1,1,ROMEO,1,Bid a sick man in sadness make his will:
The Tragedy of Romeo and Juliet,1,1,ROMEO,2,"Ah, word ill urged to one that is so ill!"
The Tragedy of Romeo and Juliet,1,1,ROMEO,3,"In sadness, cousin, I do love a woman."
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,"I aim'd so near, when I supposed you loved."
The Tragedy of Romeo and Juliet,1,1,ROMEO,1,A right good mark-man! And she's fair I love.
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,"A right fair mark, fair coz, is soonest hit."
The Tragedy of Romeo and Juliet,1,1,ROMEO,1,"Well, in that hit you miss: she'll not be hit"
The Tragedy of Romeo and Juliet,1,1,ROMEO,2,With Cupid's arrow; she hath Dian's wit;
The Tragedy of Romeo and Juliet,1,1,ROMEO,3,"And, in strong proof of chastity well arm'd,"
The Tragedy of Romeo and Juliet,1,1,ROMEO,4,From love's weak childish bow she lives unharm'd.
The Tragedy of Romeo and Juliet,1,1,ROMEO,5,"She will not stay the siege of loving terms,"
The Tragedy of Romeo and Juliet,1,1,ROMEO,6,"Nor bide the encounter of assailing eyes,"
The Tragedy of Romeo and Juliet,1,1,ROMEO,7,Nor ope her lap to saint-seducing gold:
The Tragedy of Romeo and Juliet,1,1,ROMEO,8,"O, she is rich in beauty, only poor,"
The Tragedy of Romeo and Juliet,1,1,ROMEO,9,That when she dies with beauty dies her store.
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,Then she hath sworn that she will still live chaste?
The Tragedy of Romeo and Juliet,1,1,ROMEO,1,"She hath, and in that sparing makes huge waste,"
The Tragedy of Romeo and Juliet,1,1,ROMEO,2,For beauty starved with her severity
The Tragedy of Romeo and Juliet,1,1,ROMEO,3,Cuts beauty off from all posterity.
The Tragedy of Romeo and Juliet,1,1,ROMEO,4,"She is too fair, too wise, wisely too fair,"
The Tragedy of Romeo and Juliet,1,1,ROMEO,5,To merit bliss by making me despair:
The Tragedy of Romeo and Juliet,1,1,ROMEO,6,"She hath forsworn to love, and in that vow"
The Tragedy of Romeo and Juliet,1,1,ROMEO,7,Do I live dead that live to tell it now.
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,"Be ruled by me, forget to think of her."
The Tragedy of Romeo and Juliet,1,1,ROMEO,1,"O, teach me how I should forget to think."
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,By giving liberty unto thine eyes;
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,2,Examine other beauties.
The Tragedy of Romeo and Juliet,1,1,ROMEO,1,'Tis the way
The Tragedy of Romeo and Juliet,1,1,ROMEO,2,"To call hers exquisite, in question more:"
The Tragedy of Romeo and Juliet,1,1,ROMEO,3,These happy masks that kiss fair ladies' brows
The Tragedy of Romeo and Juliet,1,1,ROMEO,4,Being black put us in mind they hide the fair;
The Tragedy of Romeo and Juliet,1,1,ROMEO,5,He that is strucken blind cannot forget
The Tragedy of Romeo and Juliet,1,1,ROMEO,6,The precious treasure of his eyesight lost:
The Tragedy of Romeo and Juliet,1,1,ROMEO,7,"Show me a mistress that is passing fair,"
The Tragedy of Romeo and Juliet,1,1,ROMEO,8,"What doth her beauty serve, but as a note"
The Tragedy of Romeo and Juliet,1,1,ROMEO,9,Where I may read who pass'd that passing fair?
The Tragedy of Romeo and Juliet,1,1,ROMEO,10,Farewell: thou canst not teach me to forget.
The Tragedy of Romeo and Juliet,1,1,BENVOLIO,1,"I'll pay that doctrine, or else die in debt."
The Tragedy of Romeo and Juliet,1,2,CAPULET,1,"But Montague is bound as well as I,"
The Tragedy of Romeo and Juliet,1,2,CAPULET,2,"In penalty alike; and 'tis not hard, I think,"
The Tragedy of Romeo and Juliet,1,2,CAPULET,3,For men so old as we to keep the peace.
The Tragedy of Romeo and Juliet,1,2,PARIS,1,Of honourable reckoning are you both;
The Tragedy of Romeo and Juliet,1,2,PARIS,2,And pity 'tis you lived at odds so long.
The Tragedy of Romeo and Juliet,1,2,PARIS,3,"But now, my lord, what say you to my suit?"
The Tragedy of Romeo and Juliet,1,2,CAPULET,1,But saying o'er what I have said before:
The Tragedy of Romeo and Juliet,1,2,CAPULET,2,My child is yet a stranger in the world;
The Tragedy of Romeo and Juliet,1,2,CAPULET,3,"She hath not seen the change of fourteen years,"
The Tragedy of Romeo and Juliet,1,2,CAPULET,4,"Let two more summers wither in their pride,"
The Tragedy of Romeo and Juliet,1,2,CAPULET,5,Ere we may think her ripe to be a bride.
The Tragedy of Romeo and Juliet,1,2,PARIS,1,Younger than she are happy mothers made.
The Tragedy of Romeo and Juliet,1,2,CAPULET,1,And too soon marr'd are those so early made.
The Tragedy of Romeo and Juliet,1,2,CAPULET,2,"The earth hath swallow'd all my hopes but she,"
The Tragedy of Romeo and Juliet,1,2,CAPULET,3,She is the hopeful lady of my earth:
The Tragedy of Romeo and Juliet,1,2,CAPULET,4,"But woo her, gentle Paris, get her heart,"
The Tragedy of Romeo and Juliet,1,2,CAPULET,5,My will to her consent is but a part;
The Tragedy of Romeo and Juliet,1,2,CAPULET,6,"An she agree, within her scope of choice"
The Tragedy of Romeo and Juliet,1,2,CAPULET,7,Lies my consent and fair according voice.
The Tragedy of Romeo and Juliet,1,2,CAPULET,8,"This night I hold an old accustom'd feast,"
The Tragedy of Romeo and Juliet,1,2,CAPULET,9,"Whereto I have invited many a guest,"
The Tragedy of Romeo and Juliet,1,2,CAPULET,10,"Such as I love; and you, among the store,"
The Tragedy of Romeo and Juliet,1,2,CAPULET,11,"One more, most welcome, makes my number more."
The Tragedy of Romeo and Juliet,1,2,CAPULET,12,At my poor house look to behold this night
The Tragedy of Romeo and Juliet,1,2,CAPULET,13,Earth-treading stars that make dark heaven light:
The Tragedy of Romeo and Juliet,1,2,CAPULET,14,Such comfort as do lusty young men feel
The Tragedy of Romeo and Juliet,1,2,CAPULET,15,When well-apparell'd April on the heel
The Tragedy of Romeo and Juliet,1,2,CAPULET,16,"Of limping winter treads, even such delight"
The Tragedy of Romeo and Juliet,1,2,CAPULET,17,Among fresh female buds shall you this night
The Tragedy of Romeo and Juliet,1,2,CAPULET,18,"Inherit at my house; hear all, all see,"
The Tragedy of Romeo and Juliet,1,2,CAPULET,19,And like her most whose merit most shall be:
The Tragedy of Romeo and Juliet,1,2,CAPULET,20,"Which on more view, of many mine being one"
The Tragedy of Romeo and Juliet,1,2,CAPULET,21,"May stand in number, though in reckoning none,"
The Tragedy of Romeo and Juliet,1,2,CAPULET,22,"Come, go with me."
The Tragedy of Romeo and Juliet,1,2,CAPULET,23,"Go, sirrah, trudge about"
The Tragedy of Romeo and Juliet,1,2,CAPULET,24,Through fair Verona; find those persons out
The Tragedy of Romeo and Juliet,1,2,CAPULET,25,"Whose names are written there, and to them say,"
The Tragedy of Romeo and Juliet,1,2,CAPULET,26,My house and welcome on their pleasure stay.
The Tragedy of Romeo and Juliet,1,2,SERVANT,1,Find them out whose names are written here! It is
The Tragedy of Romeo and Juliet,1,2,SERVANT,2,"written, that the shoemaker should meddle with his"
The Tragedy of Romeo and Juliet,1,2,SERVANT,3,"yard, and the tailor with his last, the fisher with"
The Tragedy of Romeo and Juliet,1,2,SERVANT,4,"his pencil, and the painter with his nets; but I am"
The Tragedy of Romeo and Juliet,1,2,SERVANT,5,sent to find those persons whose names are here
The Tragedy of Romeo and Juliet,1,2,SERVANT,6,"writ, and can never find what names the writing"
The Tragedy of Romeo and Juliet,1,2,SERVANT,7,person hath here writ. I must to the learned.--In good time.
The Tragedy of Romeo and Juliet,1,2,BENVOLIO,1,"Tut, man, one fire burns out another's burning,"
The Tragedy of Romeo and Juliet,1,2,BENVOLIO,2,One pain is lessen'd by another's anguish;
The Tragedy of Romeo and Juliet,1,2,BENVOLIO,3,"Turn giddy, and be holp by backward turning;"
The Tragedy of Romeo and Juliet,1,2,BENVOLIO,4,One desperate grief cures with another's languish:
The Tragedy of Romeo and Juliet,1,2,BENVOLIO,5,"Take thou some new infection to thy eye,"
The Tragedy of Romeo and Juliet,1,2,BENVOLIO,6,And the rank poison of the old will die.
The Tragedy of Romeo and Juliet,1,2,ROMEO,1,Your plaintain-leaf is excellent for that.
The Tragedy of Romeo and Juliet,1,2,BENVOLIO,1,"For what, I pray thee?"
The Tragedy of Romeo and Juliet,1,2,ROMEO,1,For your broken shin.
The Tragedy of Romeo and Juliet,1,2,BENVOLIO,1,"Why, Romeo, art thou mad?"
The Tragedy of Romeo and Juliet,1,2,ROMEO,1,"Not mad, but bound more than a mad-man is;"
The Tragedy of Romeo and Juliet,1,2,ROMEO,2,"Shut up in prison, kept without my food,"
The Tragedy of Romeo and Juliet,1,2,ROMEO,3,"Whipp'd and tormented and--God-den, good fellow."
The Tragedy of Romeo and Juliet,1,2,SERVANT,1,"God gi' god-den. I pray, sir, can you read?"
The Tragedy of Romeo and Juliet,1,2,ROMEO,1,"Ay, mine own fortune in my misery."
The Tragedy of Romeo and Juliet,1,2,SERVANT,1,"Perhaps you have learned it without book: but, I"
The Tragedy of Romeo and Juliet,1,2,SERVANT,2,"pray, can you read any thing you see?"
The Tragedy of Romeo and Juliet,1,2,ROMEO,1,"Ay, if I know the letters and the language."
The Tragedy of Romeo and Juliet,1,2,SERVANT,1,Ye say honestly: rest you merry!
The Tragedy of Romeo and Juliet,1,2,ROMEO,1,"Stay, fellow; I can read."
The Tragedy of Romeo and Juliet,1,2,ROMEO,2,'Signior Martino and his wife and daughters;
