Play,Act,Scene,Character,Line Number,Text
The Tragedy of Julius Caesar,1,1,FLAVIUS,1,But wherefore art not in thy shop today?
The Tragedy of Julius Caesar,1,1,FLAVIUS,2,Why dost thou lead these men about the streets?
The Tragedy of Julius Caesar,1,1,SECOND COMMONER,1,"Truly, sir, to wear out their shoes, to get myself"
The Tragedy of Julius Caesar,1,1,SECOND COMMONER,2,"into more work. But, indeed, sir, we make holiday,"
The Tragedy of Julius Caesar,1,1,SECOND COMMONER,3,to see Caesar and to rejoice in his triumph.
The Tragedy of Julius Caesar,1,1,MARULLUS,1,Wherefore rejoice? What conquest brings he home?
The Tragedy of Julius Caesar,1,1,MARULLUS,2,"What tributaries follow him to Rome,"
The Tragedy of Julius Caesar,1,1,MARULLUS,3,To grace in captive bonds his chariot-wheels?
The Tragedy of Julius Caesar,1,1,MARULLUS,4,"You blocks, you stones, you worse than senseless things!"
The Tragedy of Julius Caesar,1,1,MARULLUS,5,"O you hard hearts, you cruel men of Rome,"
The Tragedy of Julius Caesar,1,1,MARULLUS,6,Knew you not Pompey? Many a time and oft
The Tragedy of Julius Caesar,1,1,MARULLUS,7,"Have you climb'd up to walls and battlements,"
The Tragedy of Julius Caesar,1,1,MARULLUS,8,"To towers and windows, yea, to chimney-tops,"
The Tragedy of Julius Caesar,1,1,MARULLUS,9,"Your infants in your arms, and there have sat"
The Tragedy of Julius Caesar,1,1,MARULLUS,10,"The livelong day, with patient expectation,"
The Tragedy of Julius Caesar,1,1,MARULLUS,11,To see great Pompey pass the streets of Rome:
The Tragedy of Julius Caesar,1,1,MARULLUS,12,"And when you saw his chariot but appear,"
The Tragedy of Julius Caesar,1,1,MARULLUS,13,"Have you not made an universal shout,"
The Tragedy of Julius Caesar,1,1,MARULLUS,14,"That Tiber trembled underneath her banks,"
The Tragedy of Julius Caesar,1,1,MARULLUS,15,To hear the replication of your sounds
The Tragedy of Julius Caesar,1,1,MARULLUS,16,Made in her concave shores?
The Tragedy of Julius Caesar,1,1,MARULLUS,17,And do you now put on your best attire?
The Tragedy of Julius Caesar,1,1,MARULLUS,18,And do you now cull out a holiday?
The Tragedy of Julius Caesar,1,1,MARULLUS,19,And do you now strew flowers in his way
The Tragedy of Julius Caesar,1,1,MARULLUS,20,That comes in triumph over Pompey's blood? Be gone!
The Tragedy of Julius Caesar,1,1,MARULLUS,21,"Run to your houses, fall upon your knees,"
The Tragedy of Julius Caesar,1,1,MARULLUS,22,Pray to the gods to intermit the plague
The Tragedy of Julius Caesar,1,1,MARULLUS,23,That needs must light on this ingratitude.
The Tragedy of Julius Caesar,1,1,FLAVIUS,1,"Go, go, good countrymen, and, for this fault,"
The Tragedy of Julius Caesar,1,1,FLAVIUS,2,Assemble all the poor men of your sort;
The Tragedy of Julius Caesar,1,1,FLAVIUS,3,"Draw them to Tiber banks, and weep your tears"
The Tragedy of Julius Caesar,1,1,FLAVIUS,4,"Into the channel, till the lowest stream"
The Tragedy of Julius Caesar,1,1,FLAVIUS,5,Do kiss the most exalted shores of all.
The Tragedy of Julius Caesar,1,1,FLAVIUS,6,See whether their basest metal be not moved;
The Tragedy of Julius Caesar,1,1,FLAVIUS,7,They vanish tongue-tied in their guiltiness.
The Tragedy of Julius Caesar,1,1,FLAVIUS,8,Go you down that way towards the Capitol;
The Tragedy of Julius Caesar,1,1,FLAVIUS,9,"This way will I disrobe the images,"
The Tragedy of Julius Caesar,1,1,FLAVIUS,10,If you do find them deck'd with ceremonies.
The Tragedy of Julius Caesar,1,1,MARULLUS,1,May we do so?
The Tragedy of Julius Caesar,1,1,MARULLUS,2,You know it is the feast of Lupercal.
The Tragedy of Julius Caesar,1,1,FLAVIUS,1,It is no matter; let no images
The Tragedy of Julius Caesar,1,1,FLAVIUS,2,"Be hung with Caesar's trophies. I'll about,"
The Tragedy of Julius Caesar,1,1,FLAVIUS,3,And drive away the vulgar from the streets:
The Tragedy of Julius Caesar,1,1,FLAVIUS,4,"So do you too, where you perceive them thick."
The Tragedy of Julius Caesar,1,1,FLAVIUS,5,These growing feathers pluck'd from Caesar's wing
The Tragedy of Julius Caesar,1,1,FLAVIUS,6,"Will make him fly an ordinary pitch,"
The Tragedy of Julius Caesar,1,1,FLAVIUS,7,Who else would soar above the view of men
The Tragedy of Julius Caesar,1,1,FLAVIUS,8,And keep us all in servile fearfulness.
The Tragedy of Julius Caesar,1,2,CAESAR,1,Calpurnia!
The Tragedy of Julius Caesar,1,2,CASCA,1,"Peace, ho! Caesar speaks."
The Tragedy of Julius Caesar,1,2,CAESAR,1,Calpurnia!
The Tragedy of Julius Caesar,1,2,CALPURNIA,1,"Here, my lord."
The Tragedy of Julius Caesar,1,2,CAESAR,1,"Stand you directly in Antonius' way,"
The Tragedy of Julius Caesar,1,2,CAESAR,2,When he doth run his course. Antonius!
The Tragedy of Julius Caesar,1,2,ANTONY,1,"Caesar, my lord?"
The Tragedy of Julius Caesar,1,2,CAESAR,1,"Forget not, in your speed, Antonius,"
The Tragedy of Julius Caesar,1,2,CAESAR,2,"To touch Calpurnia; for our elders say,"
The Tragedy of Julius Caesar,1,2,CAESAR,3,"The barren, touched in this holy chase,"
The Tragedy of Julius Caesar,1,2,CAESAR,4,Shake off their sterile curse.
The Tragedy of Julius Caesar,1,2,ANTONY,1,I shall remember:
The Tragedy of Julius Caesar,1,2,ANTONY,2,"When Caesar says 'do this,' it is perform'd."
The Tragedy of Julius Caesar,1,2,CAESAR,1,Set on; and leave no ceremony out.
The Tragedy of Julius Caesar,1,2,SOOTHSAYER,1,Caesar!
The Tragedy of Julius Caesar,1,2,CAESAR,1,Ha! who calls?
The Tragedy of Julius Caesar,1,2,CASCA,1,Bid every noise be still: peace yet again!
The Tragedy of Julius Caesar,1,2,CAESAR,1,Who is it in the press that calls on me?
The Tragedy of Julius Caesar,1,2,CAESAR,2,"I hear a tongue, shriller than all the music,"
The Tragedy of Julius Caesar,1,2,CAESAR,3,Cry 'Caesar!' Speak; Caesar is turn'd to hear.
The Tragedy of Julius Caesar,1,2,SOOTHSAYER,1,Beware the ides of March.
The Tragedy of Julius Caesar,1,2,CAESAR,1,What man is that?
The Tragedy of Julius Caesar,1,2,BRUTUS,1,A soothsayer bids you beware the ides of March.
The Tragedy of Julius Caesar,1,2,CAESAR,1,Set him before me; let me see his face.
The Tragedy of Julius Caesar,1,2,CASSIUS,1,"Fellow, come from the throng; look upon Caesar."
The Tragedy of Julius Caesar,1,2,CAESAR,1,What say'st thou to me now? speak once again.
The Tragedy of Julius Caesar,1,2,SOOTHSAYER,1,Beware the ides of March.
The Tragedy of Julius Caesar,1,2,CAESAR,1,He is a dreamer; let us leave him: pass.
The Tragedy of Julius Caesar,1,2,CASSIUS,1,Will you go see the order of the course?
The Tragedy of Julius Caesar,1,2,BRUTUS,1,Not I.
The Tragedy of Julius Caesar,1,2,CASSIUS,1,"I pray you, do."
The Tragedy of Julius Caesar,1,2,BRUTUS,1,I am not gamesome: I do lack some part
The Tragedy of Julius Caesar,1,2,BRUTUS,2,Of that quick spirit that is in Antony.
The Tragedy of Julius Caesar,1,2,BRUTUS,3,"Let me not hinder, Cassius, your desires;"
The Tragedy of Julius Caesar,1,2,BRUTUS,4,I'll leave you.
The Tragedy of Julius Caesar,1,2,CASSIUS,1,"Brutus, I do observe you now of late:"
The Tragedy of Julius Caesar,1,2,CASSIUS,2,I have not from your eyes that gentleness
The Tragedy of Julius Caesar,1,2,CASSIUS,3,And show of love as I was wont to have:
The Tragedy of Julius Caesar,1,2,CASSIUS,4,You bear too stubborn and too strange a hand
The Tragedy of Julius Caesar,1,2,CASSIUS,5,Over your friend that loves you.
The Tragedy of Julius Caesar,1,2,BRUTUS,1,"Cassius,"
The Tragedy of Julius Caesar,1,2,BRUTUS,2,"Be not deceived: if I have veil'd my look,"
The Tragedy of Julius Caesar,1,2,BRUTUS,3,I turn the trouble of my countenance
The Tragedy of Julius Caesar,1,2,BRUTUS,4,Merely upon myself. Vexed I am
The Tragedy of Julius Caesar,1,2,BRUTUS,5,"Of late with passions of some difference,"
The Tragedy of Julius Caesar,1,2,BRUTUS,6,"Conceptions only proper to myself,"
The Tragedy of Julius Caesar,1,2,BRUTUS,7,Which give some soil perhaps to my behaviors;
The Tragedy of Julius Caesar,1,2,BRUTUS,8,But let not therefore my good friends be grieved--
The Tragedy of Julius Caesar,1,2,BRUTUS,9,"Among which number, Cassius, be you one--"
The Tragedy of Julius Caesar,1,2,BRUTUS,10,"Nor construe any further my neglect,"
The Tragedy of Julius Caesar,1,2,BRUTUS,11,"Than that poor Brutus, with himself at war,"
The Tragedy of Julius Caesar,1,2,BRUTUS,12,Forgets the shows of love to other men.
The Tragedy of Julius Caesar,1,2,CASSIUS,1,"Then, Brutus, I have much mistook your passion;"
The Tragedy of Julius Caesar,1,2,CASSIUS,2,By means whereof this breast of mine hath buried
The Tragedy of Julius Caesar,1,2,CASSIUS,3,"Thoughts of great value, worthy cogitations."
The Tragedy of Julius Caesar,1,2,CASSIUS,4,"Tell me, good Brutus, can you see your face?"
The Tragedy of Julius Caesar,1,2,BRUTUS,1,"No, Cassius; for the eye sees not itself,"
The Tragedy of Julius Caesar,1,2,BRUTUS,2,"But by reflection, by some other things."
The Tragedy of Julius Caesar,1,2,CASSIUS,1,'Tis just:
The Tragedy of Julius Caesar,1,2,CASSIUS,2,"And it is very much lamented, Brutus,"
The Tragedy of Julius Caesar,1,2,CASSIUS,3,That you have no such mirrors as will turn
The Tragedy of Julius Caesar,1,2,CASSIUS,4,"Your hidden worthiness into your eye,"
The Tragedy of Julius Caesar,1,2,CASSIUS,5,"That you might see your shadow. I have heard,"
The Tragedy of Julius Caesar,1,2,CASSIUS,6,"Where many of the best respect in Rome,"
The Tragedy of Julius Caesar,1,2,CASSIUS,7,"Except immortal Caesar, speaking of Brutus"
The Tragedy of Julius Caesar,1,2,CASSIUS,8,"And groaning underneath this age's yoke,"
The Tragedy of Julius Caesar,1,2,CASSIUS,9,Have wish'd that noble Brutus had his eyes.
The Tragedy of Julius Caesar,1,2,BRUTUS,1,"Into what dangers would you lead me, Cassius,"
The Tragedy of Julius Caesar,1,2,BRUTUS,2,That you would have me seek into myself
The Tragedy of Julius Caesar,1,2,BRUTUS,3,For that which is not in me?
The Tragedy of Julius Caesar,1,2,CASSIUS,1,"Therefore, good Brutus, be prepared to hear:"
The Tragedy of Julius Caesar,1,2,CASSIUS,2,And since you know you cannot see yourself
The Tragedy of Julius Caesar,1,2,CASSIUS,3,"So well as by reflection, I, your glass,"
The Tragedy of Julius Caesar,1,2,CASSIUS,4,Will modestly discover to yourself
The Tragedy of Julius Caesar,1,2,CASSIUS,5,That of yourself which you yet know not of.
The Tragedy of Julius Caesar,1,2,CASSIUS,6,"And be not jealous on me, gentle Brutus:"
The Tragedy of Julius Caesar,1,2,CASSIUS,7,"Were I a common laugher, or did use"
The Tragedy of Julius Caesar,1,2,CASSIUS,8,To stale with ordinary oaths my love
The Tragedy of Julius Caesar,1,2,CASSIUS,9,To every new protester; if you know
The Tragedy of Julius Caesar,1,2,CASSIUS,10,That I do fawn on men and hug them hard
The Tragedy of Julius Caesar,1,2,CASSIUS,11,"And after scandal them, or if you know"
The Tragedy of Julius Caesar,1,2,CASSIUS,12,That I profess myself in banqueting
The Tragedy of Julius Caesar,1,2,CASSIUS,13,"To all the rout, then hold me dangerous."
The Tragedy of Julius Caesar,1,2,BRUTUS,1,"What means this shouting? I do fear, the people"
The Tragedy of Julius Caesar,1,2,BRUTUS,2,Choose Caesar for their king.
The Tragedy of Julius Caesar,1,2,CASSIUS,1,"Ay, do you fear it?"
The Tragedy of Julius Caesar,1,2,CASSIUS,2,Then must I think you would not have it so.
The Tragedy of Julius Caesar,1,2,BRUTUS,1,"I would not, Cassius; yet I love him well."
The Tragedy of Julius Caesar,1,2,BRUTUS,2,But wherefore do you hold me here so long?
The Tragedy of Julius Caesar,1,2,BRUTUS,3,What is it that you would impart to me?
The Tragedy of Julius Caesar,1,2,BRUTUS,4,"If it be aught toward the general good,"
The Tragedy of Julius Caesar,1,2,BRUTUS,5,"Set honour in one eye and death i' the other,"
The Tragedy of Julius Caesar,1,2,BRUTUS,6,"And I will look on both indifferently,"
The Tragedy of Julius Caesar,1,2,BRUTUS,7,For let the gods so speed me as I love
The Tragedy of Julius Caesar,1,2,BRUTUS,8,The name of honour more than I fear death.
The Tragedy of Julius Caesar,1,2,CASSIUS,1,"I know that virtue to be in you, Brutus,"
The Tragedy of Julius Caesar,1,2,CASSIUS,2,As well as I do know your outward favour.
The Tragedy of Julius Caesar,1,2,CASSIUS,3,"Well, honour is the subject of my story."
The Tragedy of Julius Caesar,1,2,CASSIUS,4,I cannot tell what you and other men
The Tragedy of Julius Caesar,1,2,CASSIUS,5,"Think of this life; but, for my single self,"
The Tragedy of Julius Caesar,1,2,CASSIUS,6,I had as lief not be as live to be
The Tragedy of Julius Caesar,1,2,CASSIUS,7,In awe of such a thing as I myself.
The Tragedy of Julius Caesar,1,2,CASSIUS,8,I was born free as Caesar; so were you:
The Tragedy of Julius Caesar,1,2,CASSIUS,9,"We both have fed as well, and we can both"
The Tragedy of Julius Caesar,1,2,CASSIUS,10,Endure the winter's cold as well as he:
The Tragedy of Julius Caesar,1,2,CASSIUS,11,"For once, upon a raw and gusty day,"
The Tragedy of Julius Caesar,1,2,CASSIUS,12,"The troubled Tiber chafing with her shores,"
The Tragedy of Julius Caesar,1,2,CASSIUS,13,"Caesar said to me 'Darest thou, Cassius, now"
The Tragedy of Julius Caesar,1,2,CASSIUS,14,"Leap in with me into this angry flood,"
The Tragedy of Julius Caesar,1,2,CASSIUS,15,"And swim to yonder point?' Upon the word,"
The Tragedy of Julius Caesar,1,2,CASSIUS,16,"Accoutred as I was, I plunged in"
The Tragedy of Julius Caesar,1,2,CASSIUS,17,And bade him follow; so indeed he did.
The Tragedy of Julius Caesar,1,2,CASSIUS,18,"The torrent roar'd, and we did buffet it"
The Tragedy of Julius Caesar,1,2,CASSIUS,19,"With lusty sinews, throwing it aside"
The Tragedy of Julius Caesar,1,2,CASSIUS,20,And stemming it with hearts of controversy;
The Tragedy of Julius Caesar,1,2,CASSIUS,21,"But ere we could arrive the point proposed,"
The Tragedy of Julius Caesar,1,2,CASSIUS,22,"Caesar cried 'Help me, Cassius, or I sink!'"
The Tragedy of Julius Caesar,1,2,CASSIUS,23,"I, as Aeneas, our great ancestor,"
The Tragedy of Julius Caesar,1,2,CASSIUS,24,Did from the flames of Troy upon his shoulder
The Tragedy of Julius Caesar,1,2,CASSIUS,25,"The old Anchises bear, so from the waves of Tiber"
The Tragedy of Julius Caesar,1,2,CASSIUS,26,Did I the tired Caesar. And this man
The Tragedy of Julius Caesar,1,2,CASSIUS,27,"Is now become a god, and Cassius is"
The Tragedy of Julius Caesar,1,2,CASSIUS,28,"A wretched creature and must bend his body,"
The Tragedy of Julius Caesar,1,2,CASSIUS,29,If Caesar carelessly but nod on him.
The Tragedy of Julius Caesar,1,2,CASSIUS,30,"He had a fever when he was in Spain,"
The Tragedy of Julius Caesar,1,2,CASSIUS,31,"And when the fit was on him, I did mark"
The Tragedy of Julius Caesar,1,2,CASSIUS,32,"How he did shake: 'tis true, this god did shake;"
The Tragedy of Julius Caesar,1,2,CASSIUS,33,"His coward lips did from their colour fly,"
The Tragedy of Julius Caesar,1,2,CASSIUS,34,And that same eye whose bend doth awe the world
The Tragedy of Julius Caesar,1,2,CASSIUS,35,Did lose his lustre: I did hear him groan:
The Tragedy of Julius Caesar,1,2,CASSIUS,36,"Ay, and that tongue of his that bade the Romans"
The Tragedy of Julius Caesar,1,2,CASSIUS,37,"Mark him and write his speeches in their books,"
The Tragedy of Julius Caesar,1,2,CASSIUS,38,"Alas, it cried 'Give me some drink, Titinius,'"
The Tragedy of Julius Caesar,1,2,CASSIUS,39,"As a sick girl. Ye gods, it doth amaze me"
The Tragedy of Julius Caesar,1,2,CASSIUS,40,A man of such a feeble temper should
The Tragedy of Julius Caesar,1,2,CASSIUS,41,So get the start of the majestic world
The Tragedy of Julius Caesar,1,2,CASSIUS,42,And bear the palm alone.
The Tragedy of Julius Caesar,1,2,BRUTUS,1,Another general shout!
The Tragedy of Julius Caesar,1,2,BRUTUS,2,I do believe that these applauses are
The Tragedy of Julius Caesar,1,2,BRUTUS,3,For some new honours that are heap'd on Caesar.
The Tragedy of Julius Caesar,1,2,CASSIUS,1,"Why, man, he doth bestride the narrow world"
The Tragedy of Julius Caesar,1,2,CASSIUS,2,"Like a Colossus, and we petty men"
The Tragedy of Julius Caesar,1,2,CASSIUS,3,Walk under his huge legs and peep about
The Tragedy of Julius Caesar,1,2,CASSIUS,4,To find ourselves dishonourable graves.
The Tragedy of Julius Caesar,1,2,CASSIUS,5,Men at some time are masters of their fates:
The Tragedy of Julius Caesar,1,2,CASSIUS,6,"The fault, dear Brutus, is not in our stars,"
The Tragedy of Julius Caesar,1,2,CASSIUS,7,"But in ourselves, that we are underlings."
The Tragedy of Julius Caesar,1,2,CASSIUS,8,Brutus and Caesar: what should be in that 'Caesar'?
The Tragedy of Julius Caesar,1,2,CASSIUS,9,Why should that name be sounded more than yours?
The Tragedy of Julius Caesar,1,2,CASSIUS,10,"Write them together, yours is as fair a name;"
The Tragedy of Julius Caesar,1,2,CASSIUS,11,"Sound them, it doth become the mouth as well;"
The Tragedy of Julius Caesar,1,2,CASSIUS,12,"Weigh them, it is as heavy; conjure with 'em,"
The Tragedy of Julius Caesar,1,2,CASSIUS,13,Brutus will start a spirit as soon as Caesar.
The Tragedy of Julius Caesar,1,2,CASSIUS,14,"Now, in the names of all the gods at once,"
The Tragedy of Julius Caesar,1,2,CASSIUS,15,"Upon what meat doth this our Caesar feed,"
The Tragedy of Julius Caesar,1,2,CASSIUS,16,"That he is grown so great? Age, thou art shamed!"
The Tragedy of Julius Caesar,1,2,CASSIUS,17,"Rome, thou hast lost the breed of noble bloods!"
The Tragedy of Julius Caesar,1,2,CASSIUS,18,"When went there by an age, since the great flood,"
The Tragedy of Julius Caesar,1,2,CASSIUS,19,But it was famed with more than with one man?
The Tragedy of Julius Caesar,1,2,CASSIUS,20,"When could they say till now, that talk'd of Rome,"
The Tragedy of Julius Caesar,1,2,CASSIUS,21,That her wide walls encompass'd but one man?
The Tragedy of Julius Caesar,1,2,CASSIUS,22,"Now is it Rome indeed and room enough,"
The Tragedy of Julius Caesar,1,2,CASSIUS,23,When there is in it but one only man.
The Tragedy of Julius Caesar,1,2,CASSIUS,24,"O, you and I have heard our fathers say,"
The Tragedy of Julius Caesar,1,2,CASSIUS,25,There was a Brutus once that would have brook'd
The Tragedy of Julius Caesar,1,2,CASSIUS,26,The eternal devil to keep his state in Rome
The Tragedy of Julius Caesar,1,2,CASSIUS,27,As easily as a king.
The Tragedy of Julius Caesar,1,2,BRUTUS,1,"That you do love me, I am nothing jealous;"
The Tragedy of Julius Caesar,1,2,BRUTUS,2,"What you would work me to, I have some aim:"
The Tragedy of Julius Caesar,1,2,BRUTUS,3,"How I have thought of this and of these times,"
The Tragedy of Julius Caesar,1,2,BRUTUS,4,"I shall recount hereafter; for this present,"
The Tragedy of Julius Caesar,1,2,BRUTUS,5,"I would not, so with love I might entreat you,"
The Tragedy of Julius Caesar,1,2,BRUTUS,6,Be any further moved. What you have said
The Tragedy of Julius Caesar,1,2,BRUTUS,7,I will consider; what you have to say
The Tragedy of Julius Caesar,1,2,BRUTUS,8,"I will with patience hear, and find a time"
The Tragedy of Julius Caesar,1,2,BRUTUS,9,Both meet to hear and answer such high things.
The Tragedy of Julius Caesar,1,2,BRUTUS,10,"Till then, my noble friend, chew upon this:"
The Tragedy of Julius Caesar,1,2,BRUTUS,11,Brutus had rather be a villager
The Tragedy of Julius Caesar,1,2,BRUTUS,12,Than to repute himself a son of Rome
The Tragedy of Julius Caesar,1,2,BRUTUS,13,Under these hard conditions as this time
The Tragedy of Julius Caesar,1,2,BRUTUS,14,Is like to lay upon us.
The Tragedy of Julius Caesar,1,2,CASSIUS,1,I am glad that my weak words
The Tragedy of Julius Caesar,1,2,CASSIUS,2,Have struck but thus much show of fire from Brutus.
The Tragedy of Julius Caesar,1,2,BRUTUS,1,The games are done and Caesar is returning.
The Tragedy of Julius Caesar,1,2,CASSIUS,1,"As they pass by, pluck Casca by the sleeve;"
The Tragedy of Julius Caesar,1,2,CASSIUS,2,"And he will, after his sour fashion, tell you"
The Tragedy of Julius Caesar,1,2,CASSIUS,3,What hath proceeded worthy note to-day.
The Tragedy of Julius Caesar,1,2,BRUTUS,1,"I will do so. But, look you, Cassius,"
The Tragedy of Julius Caesar,1,2,BRUTUS,2,"The angry spot doth glow on Caesar's brow,"
The Tragedy of Julius Caesar,1,2,BRUTUS,3,And all the rest look like a chidden train:
The Tragedy of Julius Caesar,1,2,BRUTUS,4,Calpurnia's cheek is pale; and Cicero
The Tragedy of Julius Caesar,1,2,BRUTUS,5,Looks with such ferret and such fiery eyes
The Tragedy of Julius Caesar,1,2,BRUTUS,6,"As we have seen him in the Capitol,"
The Tragedy of Julius Caesar,1,2,BRUTUS,7,Being cross'd in conference by some senators.
The Tragedy of Julius Caesar,1,2,CASSIUS,1,Casca will tell us what the matter is.
The Tragedy of Julius Caesar,1,2,CAESAR,1,Antonius!
The Tragedy of Julius Caesar,1,2,ANTONY,1,Caesar?
The Tragedy of Julius Caesar,1,2,CAESAR,1,Let me have men about me that are fat;
The Tragedy of Julius Caesar,1,2,CAESAR,2,Sleek-headed men and such as sleep o' nights:
The Tragedy of Julius Caesar,1,2,CAESAR,3,Yond Cassius has a lean and hungry look;
The Tragedy of Julius Caesar,1,2,CAESAR,4,He thinks too much: such men are dangerous.
The Tragedy of Julius Caesar,1,2,ANTONY,1,"Fear him not, Caesar; he's not dangerous;"
The Tragedy of Julius Caesar,1,2,ANTONY,2,He is a noble Roman and well given.
The Tragedy of Julius Caesar,1,2,CAESAR,1,Would he were fatter! But I fear him not:
The Tragedy of Julius Caesar,1,2,CAESAR,2,"Yet if my name were liable to fear,"
The Tragedy of Julius Caesar,1,2,CAESAR,3,I do not know the man I should avoid
The Tragedy of Julius Caesar,1,2,CAESAR,4,So soon as that spare Cassius. He reads much;
The Tragedy of Julius Caesar,1,2,CAESAR,5,He is a great observer and he looks
The Tragedy of Julius Caesar,1,2,CAESAR,6,"Quite through the deeds of men: he loves no plays,"
The Tragedy of Julius Caesar,1,2,CAESAR,7,"As thou dost, Antony; he hears no music;"
The Tragedy of Julius Caesar,1,2,CAESAR,8,"Seldom he smiles, and smiles in such a sort"
The Tragedy of Julius Caesar,1,2,CAESAR,9,As if he mock'd himself and scorn'd his spirit
The Tragedy of Julius Caesar,1,2,CAESAR,10,That could be moved to smile at any thing.
The Tragedy of Julius Caesar,1,2,CAESAR,11,Such men as he be never at heart's ease
The Tragedy of Julius Caesar,1,2,CAESAR,12,"Whiles they behold a greater than themselves,"
The Tragedy of Julius Caesar,1,2,CAESAR,13,And therefore are they very dangerous.
The Tragedy of Julius Caesar,1,2,CAESAR,14,I rather tell thee what is to be fear'd
The Tragedy of Julius Caesar,1,2,CAESAR,15,Than what I fear; for always I am Caesar.
The Tragedy of Julius Caesar,1,2,CAESAR,16,"Come on my right hand, for this ear is deaf,"
The Tragedy of Julius Caesar,1,2,CAESAR,17,And tell me truly what thou think'st of him.
The Tragedy of Julius Caesar,1,2,CASCA,1,You pull'd me by the cloak; would you speak with me?
The Tragedy of Julius Caesar,1,2,BRUTUS,1,"Ay, Casca; tell us what hath chanced to-day,"
The Tragedy of Julius Caesar,1,2,BRUTUS,2,That Caesar looks so sad.
The Tragedy of Julius Caesar,1,2,CASCA,1,"Why, you were with him, were you not?"
The Tragedy of Julius Caesar,1,2,BRUTUS,1,I should not then ask Casca what had chanced.
The Tragedy of Julius Caesar,1,2,CASCA,1,"Why, there was a crown offered him: and being"
The Tragedy of Julius Caesar,1,2,CASCA,2,"offered him, he put it by with the back of his hand,"
The Tragedy of Julius Caesar,1,2,CASCA,3,thus; and then the people fell a-shouting.
The Tragedy of Julius Caesar,1,2,BRUTUS,1,What was the second noise for?
The Tragedy of Julius Caesar,1,2,CASCA,1,"Why, for that too."
The Tragedy of Julius Caesar,1,2,CASSIUS,1,They shouted thrice: what was the last cry for?
The Tragedy of Julius Caesar,1,2,CASCA,1,"Why, for that too."
The Tragedy of Julius Caesar,1,2,BRUTUS,1,Was the crown offered him thrice?
The Tragedy of Julius Caesar,1,2,CASCA,1,"Ay, marry, was't, and he put it by thrice, every"
The Tragedy of Julius Caesar,1,2,CASCA,2,"time gentler than other, and at every putting-by"
The Tragedy of Julius Caesar,1,2,CASCA,3,mine honest neighbours shouted.
The Tragedy of Julius Caesar,1,2,CASSIUS,1,Who offered him the crown?
The Tragedy of Julius Caesar,1,2,CASCA,1,"Why, Antony."
The Tragedy of Julius Caesar,1,2,BRUTUS,1,"Tell us the manner of it, gentle Casca."
The Tragedy of Julius Caesar,1,2,CASCA,1,I can as well be hanged as tell the manner of it:
The Tragedy of Julius Caesar,1,2,CASCA,2,it was mere foolery; I did not mark it. I saw Mark
The Tragedy of Julius Caesar,1,2,CASCA,3,Antony offer him a crown;--yet 'twas not a crown
